line_id,entry_id,period,voucher_type,voucher_subtype,line_no,posting_date,created_at,user,account,account_number,account_name,root_type,debit,credit,party_type,party,against,cost_center,remarks,company
b1239ced18,ACC-SINV-2025-00345,P2,Sales Invoice,Sales Invoice,2,2025-07-01,2025-07-01 15:44:33.408261,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,1807.02,,,Juniper & Co,Sales Ops - MTC,Customer order Juniper & Co Jul 2025,Meridian Trading Co.
ce11848aa8,ACC-SINV-2025-00345,P2,Sales Invoice,Sales Invoice,3,2025-07-01,2025-07-01 15:44:33.408261,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,1988.01,0.0,Customer,Juniper & Co,4110 - Sales - MTC,,Customer order Juniper & Co Jul 2025,Meridian Trading Co.
f4190f78e7,ACC-SINV-2025-00345,P2,Sales Invoice,Sales Invoice,4,2025-07-01,2025-07-01 15:44:33.408261,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,112.53,,,Juniper & Co,Admin - MTC,Customer order Juniper & Co Jul 2025,Meridian Trading Co.
10d1e9f1fb,ACC-SINV-2025-00366,P2,Sales Invoice,Sales Invoice,1,2025-07-01,2025-07-11 10:10:06.325686,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,391.32,,,Ferrous Works,Warehouse - MTC,Customer order Ferrous Works Jul 2025,Meridian Trading Co.
164590f0a2,ACC-SINV-2025-00366,P2,Sales Invoice,Sales Invoice,2,2025-07-01,2025-07-11 10:10:06.325686,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,1505.48,0.0,Customer,Ferrous Works,4110 - Sales - MTC,,Customer order Ferrous Works Jul 2025,Meridian Trading Co.
1f0fa812b5,ACC-SINV-2025-00366,P2,Sales Invoice,Sales Invoice,3,2025-07-01,2025-07-11 10:10:06.325686,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,85.22,,,Ferrous Works,Admin - MTC,Customer order Ferrous Works Jul 2025,Meridian Trading Co.
3c6dd8d777,ACC-SINV-2025-00366,P2,Sales Invoice,Sales Invoice,4,2025-07-01,2025-07-11 10:10:06.325686,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,1028.94,,,Ferrous Works,Sales Ops - MTC,Customer order Ferrous Works Jul 2025,Meridian Trading Co.
6867afa21f,ACC-SINV-2025-00370,P2,Sales Invoice,Sales Invoice,1,2025-07-01,2025-07-01 09:15:15.488218,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,158.92,,,Brightline Offices,Admin - MTC,Customer order Brightline Offices Jul 2025,Meridian Trading Co.
72bc3835d8,ACC-SINV-2025-00370,P2,Sales Invoice,Sales Invoice,2,2025-07-01,2025-07-01 09:15:15.488218,ar.clerk@meridian.example,4130 - Freight Income - MTC,4130,Freight Income,Income,0.0,1385.55,,,Brightline Offices,Admin - MTC,Customer order Brightline Offices Jul 2025,Meridian Trading Co.
89afc37288,ACC-SINV-2025-00370,P2,Sales Invoice,Sales Invoice,3,2025-07-01,2025-07-01 09:15:15.488218,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,1263.19,,,Brightline Offices,Sales Ops - MTC,Customer order Brightline Offices Jul 2025,Meridian Trading Co.
9738b329e7,ACC-SINV-2025-00370,P2,Sales Invoice,Sales Invoice,4,2025-07-01,2025-07-01 09:15:15.488218,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,2807.66,0.0,Customer,Brightline Offices,"4110 - Sales - MTC,4130 - Freight Income - MTC",,Customer order Brightline Offices Jul 2025,Meridian Trading Co.
808bfa8b51,ACC-JV-2025-00051,P2,Journal Entry,Bank Entry,1,2025-07-02,2025-07-03 01:47:14.391928,batch.bot@meridian.example,2320 - Tax Withholding Payable - MTC,2320,Tax Withholding Payable,Liability,39980.19,0.0,,,1210 - Primary Checking - MTC,Admin - MTC,Reference #REF-20250702 dated 07-02-2025,Meridian Trading Co.
fa15476a8b,ACC-JV-2025-00051,P2,Journal Entry,Bank Entry,2,2025-07-02,2025-07-03 01:47:14.391928,batch.bot@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,39980.19,,,2320 - Tax Withholding Payable - MTC,Admin - MTC,Reference #REF-20250702 dated 07-02-2025,Meridian Trading Co.
47c4f942ec,ACC-PAY-2025-00348,P2,Payment Entry,Payment Entry,1,2025-07-02,2025-07-02 16:54:06.276859,ap.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,5398.83,,,Vulcan Materials Co,,Amount USD 5398.83 paid to Vulcan Materials Co | Transaction reference no ACH-25-00134 dated 2025-07-02 | Amount USD 5398.83 adjusted against Purchase Invoice ACC-PINV-2025-00134,Meridian Trading Co.
603a30c67e,ACC-PAY-2025-00348,P2,Payment Entry,Payment Entry,2,2025-07-02,2025-07-02 16:54:06.276859,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,5398.83,0.0,Supplier,Vulcan Materials Co,1210 - Primary Checking - MTC,,Amount USD 5398.83 paid to Vulcan Materials Co | Transaction reference no ACH-25-00134 dated 2025-07-02 | Amount USD 5398.83 adjusted against Purchase Invoice ACC-PINV-2025-00134,Meridian Trading Co.
05269c563f,ACC-PAY-2025-00376,P2,Payment Entry,Payment Entry,1,2025-07-02,2025-07-02 12:50:28.978318,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,677.36,Customer,Ferrous Works,1210 - Primary Checking - MTC,,Amount USD 677.36 received from Ferrous Works | Transaction reference no ACH-25-00283 dated 2025-07-02 | Amount USD 677.36 adjusted against Sales Invoice ACC-SINV-2025-00283,Meridian Trading Co.
fb54f66485,ACC-PAY-2025-00376,P2,Payment Entry,Payment Entry,2,2025-07-02,2025-07-02 12:50:28.978318,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,677.36,0.0,,,Ferrous Works,,Amount USD 677.36 received from Ferrous Works | Transaction reference no ACH-25-00283 dated 2025-07-02 | Amount USD 677.36 adjusted against Sales Invoice ACC-SINV-2025-00283,Meridian Trading Co.
0ee563eba8,ACC-SINV-2025-00368,P2,Sales Invoice,Sales Invoice,1,2025-07-02,2025-07-02 17:53:16.506032,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,360.84,,,Pactrail Sports,Warehouse - MTC,Customer order Pactrail Sports Jul 2025,Meridian Trading Co.
2c7ca50f5f,ACC-SINV-2025-00368,P2,Sales Invoice,Sales Invoice,2,2025-07-02,2025-07-02 17:53:16.506032,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,3051.53,0.0,Customer,Pactrail Sports,"4130 - Freight Income - MTC,4110 - Sales - MTC",,Customer order Pactrail Sports Jul 2025,Meridian Trading Co.
6690ee27ea,ACC-SINV-2025-00368,P2,Sales Invoice,Sales Invoice,3,2025-07-02,2025-07-02 17:53:16.506032,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,172.73,,,Pactrail Sports,Admin - MTC,Customer order Pactrail Sports Jul 2025,Meridian Trading Co.
9186ea9815,ACC-SINV-2025-00368,P2,Sales Invoice,Sales Invoice,4,2025-07-02,2025-07-02 17:53:16.506032,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,730.56,,,Pactrail Sports,Sales Ops - MTC,Customer order Pactrail Sports Jul 2025,Meridian Trading Co.
df70690689,ACC-SINV-2025-00368,P2,Sales Invoice,Sales Invoice,5,2025-07-02,2025-07-02 17:53:16.506032,ar.clerk@meridian.example,4130 - Freight Income - MTC,4130,Freight Income,Income,0.0,1787.4,,,Pactrail Sports,Admin - MTC,Customer order Pactrail Sports Jul 2025,Meridian Trading Co.
64946de82f,ACC-JV-2025-00050,P2,Journal Entry,Bank Entry,1,2025-07-03,2025-07-04 03:50:19.951011,batch.bot@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,46167.6,,,2120 - Payroll Payable - MTC,Admin - MTC,Reference #REF-20250703 dated 07-03-2025,Meridian Trading Co.
e945e67948,ACC-JV-2025-00050,P2,Journal Entry,Bank Entry,2,2025-07-03,2025-07-04 03:50:19.951011,batch.bot@meridian.example,2120 - Payroll Payable - MTC,2120,Payroll Payable,Liability,46167.6,0.0,,,1210 - Primary Checking - MTC,Admin - MTC,Reference #REF-20250703 dated 07-03-2025,Meridian Trading Co.
80cd1f9e23,ACC-PAY-2025-00383,P2,Payment Entry,Payment Entry,1,2025-07-03,2025-07-03 17:44:07.132975,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,3207.77,Customer,Halstrom Supply,1210 - Primary Checking - MTC,,Amount USD 3207.77 received from Halstrom Supply | Transaction reference no ACH-25-00291 dated 2025-07-03 | Amount USD 3207.77 adjusted against Sales Invoice ACC-SINV-2025-00291,Meridian Trading Co.
ffe9b8f1d7,ACC-PAY-2025-00383,P2,Payment Entry,Payment Entry,2,2025-07-03,2025-07-03 17:44:07.132975,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,3207.77,0.0,,,Halstrom Supply,,Amount USD 3207.77 received from Halstrom Supply | Transaction reference no ACH-25-00291 dated 2025-07-03 | Amount USD 3207.77 adjusted against Sales Invoice ACC-SINV-2025-00291,Meridian Trading Co.
7268c707d6,ACC-PAY-2025-00400,P2,Payment Entry,Payment Entry,1,2025-07-03,2025-07-03 08:19:30.046005,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,661.67,Customer,Brightline Offices,1210 - Primary Checking - MTC,,Amount USD 661.67 received from Brightline Offices | Transaction reference no ACH-25-00311 dated 2025-07-03 | Amount USD 661.67 adjusted against Sales Invoice ACC-SINV-2025-00311,Meridian Trading Co.
ce8e1c684c,ACC-PAY-2025-00400,P2,Payment Entry,Payment Entry,2,2025-07-03,2025-07-03 08:19:30.046005,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,661.67,0.0,,,Brightline Offices,,Amount USD 661.67 received from Brightline Offices | Transaction reference no ACH-25-00311 dated 2025-07-03 | Amount USD 661.67 adjusted against Sales Invoice ACC-SINV-2025-00311,Meridian Trading Co.
0ea213e466,ACC-PINV-2025-00197,P2,Purchase Invoice,Purchase Invoice,1,2025-07-03,2025-07-03 17:42:12.085242,ap.clerk@meridian.example,5216 - Travel Expenses - MTC,5216,Travel Expenses,Expense,239.35,0.0,,,Beacon Freight,Admin - MTC,Beacon Freight July 2025 billing,Meridian Trading Co.
46c7816ce2,ACC-PINV-2025-00197,P2,Purchase Invoice,Purchase Invoice,2,2025-07-03,2025-07-03 17:42:12.085242,ap.clerk@meridian.example,5205 - Freight and Forwarding Charges - MTC,5205,Freight and Forwarding Charges,Expense,4391.16,0.0,,,Beacon Freight,Admin - MTC,Beacon Freight July 2025 billing,Meridian Trading Co.
a1a6ca5a84,ACC-PINV-2025-00197,P2,Purchase Invoice,Purchase Invoice,3,2025-07-03,2025-07-03 17:42:12.085242,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,0.0,4630.51,Supplier,Beacon Freight,"5205 - Freight and Forwarding Charges - MTC,5216 - Travel Expenses - MTC",,Beacon Freight July 2025 billing,Meridian Trading Co.
4e2ce535c1,ACC-PINV-2025-00207,P2,Purchase Invoice,Purchase Invoice,1,2025-07-03,2025-07-03 14:04:12.309046,ap.clerk@meridian.example,5210 - Postal Expenses - MTC,5210,Postal Expenses,Expense,1811.63,0.0,,,Quill Marketing Group,Admin - MTC,Quill Marketing Group July 2025 billing,Meridian Trading Co.
79f996d490,ACC-PINV-2025-00207,P2,Purchase Invoice,Purchase Invoice,2,2025-07-03,2025-07-03 14:04:12.309046,ap.clerk@meridian.example,5207 - Marketing Expenses - MTC,5207,Marketing Expenses,Expense,13169.82,0.0,,,Quill Marketing Group,Admin - MTC,Quill Marketing Group July 2025 billing,Meridian Trading Co.
c9b7f4fbb9,ACC-PINV-2025-00207,P2,Purchase Invoice,Purchase Invoice,3,2025-07-03,2025-07-03 14:04:12.309046,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,0.0,14981.45,Supplier,Quill Marketing Group,"5207 - Marketing Expenses - MTC,5210 - Postal Expenses - MTC",,Quill Marketing Group July 2025 billing,Meridian Trading Co.
1d088ed493,ACC-PINV-2025-00212,P2,Purchase Invoice,Purchase Invoice,1,2025-07-03,2025-07-03 15:59:52.611009,ap.clerk@meridian.example,5208 - Office Maintenance Expenses - MTC,5208,Office Maintenance Expenses,Expense,10878.69,0.0,,,Granite Janitorial,Admin - MTC,Granite Janitorial July 2025 billing,Meridian Trading Co.
7ea7223c9a,ACC-PINV-2025-00212,P2,Purchase Invoice,Purchase Invoice,2,2025-07-03,2025-07-03 15:59:52.611009,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,0.0,10878.69,Supplier,Granite Janitorial,5208 - Office Maintenance Expenses - MTC,,Granite Janitorial July 2025 billing,Meridian Trading Co.
ac9575c1fc,ACC-PINV-2025-00191,P2,Purchase Invoice,Purchase Invoice,1,2025-07-04,2025-07-07 14:55:20.942190,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,0.0,1113.34,Supplier,Vulcan Materials Co,5111 - Cost of Goods Sold - MTC,,Vulcan Materials Co July 2025 billing,Meridian Trading Co.
f17179fec2,ACC-PINV-2025-00191,P2,Purchase Invoice,Purchase Invoice,2,2025-07-04,2025-07-07 14:55:20.942190,ap.clerk@meridian.example,5111 - Cost of Goods Sold - MTC,5111,Cost of Goods Sold,Expense,1113.34,0.0,,,Vulcan Materials Co,Warehouse - MTC,Vulcan Materials Co July 2025 billing,Meridian Trading Co.
459a466777,ACC-PINV-2025-00196,P2,Purchase Invoice,Purchase Invoice,1,2025-07-04,2025-07-04 13:16:29.945857,ap.clerk@meridian.example,5205 - Freight and Forwarding Charges - MTC,5205,Freight and Forwarding Charges,Expense,3480.95,0.0,,,Beacon Freight,Admin - MTC,Beacon Freight July 2025 billing,Meridian Trading Co.
723e950b0f,ACC-PINV-2025-00196,P2,Purchase Invoice,Purchase Invoice,2,2025-07-04,2025-07-04 13:16:29.945857,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,0.0,3480.95,Supplier,Beacon Freight,5205 - Freight and Forwarding Charges - MTC,,Beacon Freight July 2025 billing,Meridian Trading Co.
21b5770d46,ACC-SINV-2025-00332,P2,Sales Invoice,Sales Invoice,1,2025-07-04,2025-07-04 15:11:57.623459,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,791.1,,,Redcedar Builders,Warehouse - MTC,Customer order Redcedar Builders Jul 2025,Meridian Trading Co.
435edf6d77,ACC-SINV-2025-00332,P2,Sales Invoice,Sales Invoice,2,2025-07-04,2025-07-04 15:11:57.623459,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,131.4,,,Redcedar Builders,Sales Ops - MTC,Customer order Redcedar Builders Jul 2025,Meridian Trading Co.
7384d4522c,ACC-SINV-2025-00332,P2,Sales Invoice,Sales Invoice,3,2025-07-04,2025-07-04 15:11:57.623459,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,977.85,0.0,Customer,Redcedar Builders,4110 - Sales - MTC,,Customer order Redcedar Builders Jul 2025,Meridian Trading Co.
b6b7bbbc3e,ACC-SINV-2025-00332,P2,Sales Invoice,Sales Invoice,4,2025-07-04,2025-07-04 15:11:57.623459,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,55.35,,,Redcedar Builders,Admin - MTC,Customer order Redcedar Builders Jul 2025,Meridian Trading Co.
d83932f123,ACC-SINV-2025-00338,P2,Sales Invoice,Sales Invoice,1,2025-07-04,2025-07-04 16:29:24.742920,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,1505.38,,,Marlowe Interiors,Sales Ops - MTC,Customer order Marlowe Interiors Jul 2025,Meridian Trading Co.
ed68b60523,ACC-SINV-2025-00338,P2,Sales Invoice,Sales Invoice,2,2025-07-04,2025-07-04 16:29:24.742920,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,90.32,,,Marlowe Interiors,Admin - MTC,Customer order Marlowe Interiors Jul 2025,Meridian Trading Co.
f4919626aa,ACC-SINV-2025-00338,P2,Sales Invoice,Sales Invoice,3,2025-07-04,2025-07-04 16:29:24.742920,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,1595.7,0.0,Customer,Marlowe Interiors,4110 - Sales - MTC,,Customer order Marlowe Interiors Jul 2025,Meridian Trading Co.
460510800d,ACC-PAY-2025-00436,P2,Payment Entry,Payment Entry,1,2025-07-05,2025-07-07 08:59:20.529800,ap.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,16878.44,,,Ironclad Security,,Amount USD 16878.44 paid to Ironclad Security | Transaction reference no ACH-25-00182 dated 2025-07-05 | Amount USD 16878.44 adjusted against Purchase Invoice ACC-PINV-2025-00182,Meridian Trading Co.
9827889ab0,ACC-PAY-2025-00436,P2,Payment Entry,Payment Entry,2,2025-07-05,2025-07-07 08:59:20.529800,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,16878.44,0.0,Supplier,Ironclad Security,1210 - Primary Checking - MTC,,Amount USD 16878.44 paid to Ironclad Security | Transaction reference no ACH-25-00182 dated 2025-07-05 | Amount USD 16878.44 adjusted against Purchase Invoice ACC-PINV-2025-00182,Meridian Trading Co.
22db25e51c,ACC-PAY-2025-00439,P2,Payment Entry,Payment Entry,1,2025-07-05,2025-07-07 10:55:28.174353,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,5157.18,0.0,Supplier,Fairbanks Consulting,1210 - Primary Checking - MTC,,Amount USD 5157.18 paid to Fairbanks Consulting | Transaction reference no ACH-25-00185 dated 2025-07-05 | Amount USD 5157.18 adjusted against Purchase Invoice ACC-PINV-2025-00185,Meridian Trading Co.
64a332d285,ACC-PAY-2025-00439,P2,Payment Entry,Payment Entry,2,2025-07-05,2025-07-07 10:55:28.174353,ap.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,5157.18,,,Fairbanks Consulting,,Amount USD 5157.18 paid to Fairbanks Consulting | Transaction reference no ACH-25-00185 dated 2025-07-05 | Amount USD 5157.18 adjusted against Purchase Invoice ACC-PINV-2025-00185,Meridian Trading Co.
51cbe666e1,ACC-SINV-2025-00348,P2,Sales Invoice,Sales Invoice,1,2025-07-07,2025-07-07 08:45:01.520993,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,46.0,,,Galehouse Media,Admin - MTC,Customer order Galehouse Media Jul 2025,Meridian Trading Co.
526a3cce65,ACC-SINV-2025-00348,P2,Sales Invoice,Sales Invoice,2,2025-07-07,2025-07-07 08:45:01.520993,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,766.74,,,Galehouse Media,Warehouse - MTC,Customer order Galehouse Media Jul 2025,Meridian Trading Co.
f5c142d1aa,ACC-SINV-2025-00348,P2,Sales Invoice,Sales Invoice,3,2025-07-07,2025-07-07 08:45:01.520993,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,812.74,0.0,Customer,Galehouse Media,4110 - Sales - MTC,,Customer order Galehouse Media Jul 2025,Meridian Trading Co.
31bd028302,ACC-PAY-2025-00374,P2,Payment Entry,Payment Entry,1,2025-07-08,2025-07-08 13:15:49.631355,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,1190.86,0.0,,,Ovation Events,,Amount USD 1190.86 received from Ovation Events | Transaction reference no ACH-25-00281 dated 2025-07-08 | Amount USD 1190.86 adjusted against Sales Invoice ACC-SINV-2025-00281,Meridian Trading Co.
e0f462adfd,ACC-PAY-2025-00374,P2,Payment Entry,Payment Entry,2,2025-07-08,2025-07-08 13:15:49.631355,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,1190.86,Customer,Ovation Events,1210 - Primary Checking - MTC,,Amount USD 1190.86 received from Ovation Events | Transaction reference no ACH-25-00281 dated 2025-07-08 | Amount USD 1190.86 adjusted against Sales Invoice ACC-SINV-2025-00281,Meridian Trading Co.
6a0aa1d4b5,ACC-SINV-2025-00346,P2,Sales Invoice,Sales Invoice,1,2025-07-08,2025-07-08 17:30:31.981976,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,390.36,,,Ovation Events,Warehouse - MTC,Customer order Ovation Events Jul 2025,Meridian Trading Co.
8f020de3c4,ACC-SINV-2025-00346,P2,Sales Invoice,Sales Invoice,2,2025-07-08,2025-07-08 17:30:31.981976,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,390.36,0.0,Customer,Ovation Events,4110 - Sales - MTC,,Customer order Ovation Events Jul 2025,Meridian Trading Co.
0873f87ca3,ACC-PAY-2025-00367,P2,Payment Entry,Payment Entry,1,2025-07-09,2025-07-09 12:08:13.054130,ap.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,523.46,,,Fairbanks Consulting,,Amount USD 523.46 paid to Fairbanks Consulting | Transaction reference no ACH-25-00154 dated 2025-07-09 | Amount USD 523.46 adjusted against Purchase Invoice ACC-PINV-2025-00154,Meridian Trading Co.
b012445d89,ACC-PAY-2025-00367,P2,Payment Entry,Payment Entry,2,2025-07-09,2025-07-09 12:08:13.054130,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,523.46,0.0,Supplier,Fairbanks Consulting,1210 - Primary Checking - MTC,,Amount USD 523.46 paid to Fairbanks Consulting | Transaction reference no ACH-25-00154 dated 2025-07-09 | Amount USD 523.46 adjusted against Purchase Invoice ACC-PINV-2025-00154,Meridian Trading Co.
